datetime,deviceid,devicetype,readingtype,readingvalue
2025-08-05 12:32:13.949443,8361,Camera,Humidity,54.61
2025-08-08 12:32:13.949443,5017,Thermostat,Motion,30.24
2025-08-09 12:32:13.949443,3417,Sensor,Humidity,67.16
2025-08-10 12:32:13.949443,7016,Camera,Motion,97.31
2025-08-10 12:32:13.949443,3785,Camera,Temperature,53.48
2025-08-13 12:32:13.949443,3772,Sensor,Motion,13.1
2025-08-13 12:32:13.949443,6166,Thermostat,Humidity,92.57
2025-08-14 12:32:13.949443,3533,Light,Humidity,49.85
2025-08-14 12:32:13.949443,5640,Sensor,Light,24.51
2025-08-16 12:32:13.949443,8815,Light,Humidity,12.79
2025-08-16 12:32:13.949443,3412,Light,Motion,33.37
2025-08-16 12:32:13.949443,1522,Thermostat,Light,26.35
2025-08-16 12:32:13.949443,9814,Light,Humidity,68.61
2025-08-17 12:32:13.949443,2370,Thermostat,Humidity,51.45
2025-08-18 12:32:13.949443,2278,Thermostat,Humidity,26.69
2025-08-18 12:32:13.949443,8685,Camera,Temperature,58.64
2025-08-19 12:32:13.949443,6333,Camera,Temperature,83.61
2025-08-20 12:32:13.949443,5716,Light,Humidity,72.75
2025-08-21 12:32:13.949443,8798,Light,Light,98.71
2025-08-22 12:32:13.949443,8506,Thermostat,Motion,71.99
2025-08-22 12:32:13.949443,5109,Sensor,Temperature,89.34
2025-08-23 12:32:13.949443,5631,Sensor,Temperature,50.88
2025-08-23 12:32:13.949443,2554,Camera,Motion,48.74
2025-08-23 12:32:13.949443,2684,Light,Humidity,54.32
2025-08-24 12:32:13.949443,8219,Thermostat,Motion,99.23
2025-08-25 12:32:13.949443,8687,Thermostat,Temperature,74.88
2025-08-25 12:32:13.949443,6641,Light,Humidity,58.42
2025-08-29 12:32:13.949443,9118,Sensor,Light,51.04
2025-08-29 12:32:13.949443,5238,Camera,Temperature,11.98
2025-08-31 12:32:13.949443,7024,Light,Motion,82.53
2025-09-01 12:32:13.949443,2123,Thermostat,Temperature,91.68
2025-09-01 12:32:13.949443,1536,Camera,Light,36.12
2025-09-02 12:32:13.949443,3830,Camera,Temperature,60.64
2025-09-02 12:32:13.949443,9844,Light,Motion,73.49
2025-09-03 12:32:13.949443,1776,Camera,Motion,27.17
2025-09-04 12:32:13.949443,1787,Camera,Humidity,41.75
2025-09-04 12:32:13.949443,7759,Thermostat,Temperature,36.57
2025-09-05 12:32:13.949443,2558,Thermostat,Motion,31.59
2025-09-06 12:32:13.949443,3280,Camera,Motion,54.24
2025-09-07 12:32:13.949443,8235,Sensor,Motion,21.71
2025-09-09 12:32:13.949443,1131,Light,Motion,64.01
2025-09-10 12:32:13.949443,6183,Light,Motion,41.49
2025-09-10 12:32:13.949443,4863,Sensor,Temperature,92.67
2025-09-11 12:32:13.949443,2491,Camera,Temperature,82.46
2025-09-12 12:32:13.949443,8458,Light,Humidity,19.02
2025-09-13 12:32:13.949443,9721,Camera,Temperature,34.35
2025-09-14 12:32:13.949443,1085,Sensor,Humidity,21.24
2025-09-15 12:32:13.949443,6213,Thermostat,Humidity,25.53
2025-09-15 12:32:13.949443,1904,Sensor,Light,83.82
2025-09-19 12:32:13.949443,2447,Camera,Temperature,99.23
2025-09-21 12:32:13.949443,2228,Sensor,Light,34.35
2025-09-22 12:32:13.949443,8210,Light,Motion,67.36
2025-09-23 12:32:13.949443,2282,Light,Light,49.56
2025-09-24 12:32:13.949443,6438,Sensor,Light,90.24
2025-09-24 12:32:13.949443,5669,Camera,Temperature,69.04
2025-09-24 12:32:13.949443,6820,Camera,Temperature,58.98
2025-09-24 12:32:13.949443,2360,Light,Humidity,35.07
2025-09-25 12:32:13.949443,1793,Thermostat,Temperature,95.81
2025-10-01 12:32:13.949443,4293,Sensor,Temperature,37.17
2025-10-03 12:32:13.949443,2577,Thermostat,Motion,31.85
2025-10-04 12:32:13.949443,9787,Light,Light,95.07
2025-10-05 12:32:13.949443,4838,Light,Humidity,77.44
2025-10-05 12:32:13.949443,5174,Light,Temperature,90.77
2025-10-05 12:32:13.949443,5624,Thermostat,Motion,46.09
2025-10-06 12:32:13.949443,9737,Camera,Motion,42.44
2025-10-07 12:32:13.949443,9548,Camera,Temperature,13.7
2025-10-08 12:32:13.949443,8349,Light,Temperature,28.65
2025-10-09 12:32:13.949443,8782,Thermostat,Motion,98.12
2025-10-09 12:32:13.949443,8213,Camera,Motion,47.72
2025-10-11 12:32:13.949443,8325,Thermostat,Temperature,33.79
2025-10-13 12:32:13.949443,4391,Thermostat,Light,92.29
2025-10-14 12:32:13.949443,6966,Light,Temperature,60.38
2025-10-15 12:32:13.949443,5720,Camera,Humidity,56.56
2025-10-15 12:32:13.949443,4191,Thermostat,Light,96.72
2025-10-15 12:32:13.949443,9298,Light,Temperature,18.93
2025-10-16 12:32:13.949443,9940,Thermostat,Temperature,41.76
2025-10-17 12:32:13.949443,5374,Sensor,Temperature,50.36
2025-10-18 12:32:13.949443,2431,Thermostat,Humidity,56.65
2025-10-21 12:32:13.949443,6747,Camera,Motion,92.65
2025-10-21 12:32:13.949443,6111,Thermostat,Motion,82.01
2025-10-22 12:32:13.949443,3496,Sensor,Light,51.88
2025-10-22 12:32:13.949443,3856,Sensor,Temperature,74.71
2025-10-24 12:32:13.949443,4856,Sensor,Temperature,41.07
2025-10-25 12:32:13.949443,6262,Light,Light,44.82
2025-10-26 12:32:13.949443,9024,Sensor,Motion,37.99
2025-10-27 12:32:13.949443,8619,Thermostat,Motion,92.72
2025-10-27 12:32:13.949443,6661,Sensor,Motion,43.19
2025-10-31 12:32:13.949443,4877,Light,Light,95.16
2025-11-01 12:32:13.949443,2978,Sensor,Temperature,81.79
2025-11-01 12:32:13.949443,7941,Thermostat,Temperature,40.71
2025-11-02 12:32:13.949443,5187,Light,Motion,58.7
2025-11-08 12:32:13.949443,9638,Light,Light,61.6
2025-11-08 12:32:13.949443,6169,Sensor,Temperature,90.83
2025-11-08 12:32:13.949443,5539,Camera,Light,86.8
2025-11-08 12:32:13.949443,8849,Sensor,Light,68.16
2025-11-09 12:32:13.949443,9839,Light,Humidity,63.72
2025-11-12 12:32:13.949443,2158,Camera,Humidity,59.0
2025-11-13 12:32:13.949443,5832,Thermostat,Temperature,18.73
2025-11-13 12:32:13.949443,1209,Camera,Temperature,62.4
2025-11-13 12:32:13.949443,2243,Light,Motion,24.53
2025-11-14 12:32:13.949443,7864,Thermostat,Humidity,52.09
2025-11-15 12:32:13.949443,6002,Light,Light,68.97
2025-11-15 12:32:13.949443,3426,Sensor,Motion,59.66
2025-11-16 12:32:13.949443,7447,Thermostat,Motion,69.99
2025-11-16 12:32:13.949443,4860,Camera,Humidity,68.85
2025-11-16 12:32:13.949443,2765,Light,Temperature,49.55
2025-11-17 12:32:13.949443,3426,Light,Light,17.51
2025-11-20 12:32:13.949443,5756,Camera,Motion,84.81
2025-11-20 12:32:13.949443,1071,Light,Motion,66.32
2025-11-21 12:32:13.949443,8685,Camera,Motion,42.05
2025-11-22 12:32:13.949443,7751,Thermostat,Motion,82.3
2025-11-22 12:32:13.949443,3256,Thermostat,Motion,64.63
2025-11-24 12:32:13.949443,5506,Sensor,Motion,85.76
2025-11-25 12:32:13.949443,9852,Camera,Temperature,80.85
2025-11-26 12:32:13.949443,5344,Camera,Light,92.62
2025-11-26 12:32:13.949443,6642,Sensor,Humidity,17.27
2025-11-27 12:32:13.949443,1710,Camera,Light,47.31
2025-11-27 12:32:13.949443,6024,Camera,Temperature,95.44
2025-11-29 12:32:13.949443,3894,Camera,Temperature,77.51
2025-11-30 12:32:13.949443,6886,Sensor,Light,72.63
